,text
1391,"Boost your immune system through exercise and physical activity

The Coronavirus Attacks Fat Tissue, Scientists Find https://t.co/nXVeiHitAt"
1392,"I sat down with @JamaalBowmanNY, a former principal, for an interview on vaccine mandates for students/education in the age of COVID. Asked whether he thinks Democrats have an effective message on schools right now, he said ""not yet."" https://t.co/8CpowrwjWf"
1393,"@KentsBrokerage I was strictly real estate investor prior to covid, lucky I got some properties before the boom.  I switched to stocks cause it doesn’t make sense anymore to invest in real estate here in Ontario, Canada"
1394,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
1395,"“I’d strongly urge the government to drop the vote on vaccine passports.”

Conservative MP, Tobias Ellwood says the government needs to “repair” trust with the British people, if they are going to bring in new COVID guidance.

Get #COVID19 updates: https://t.co/JYQiTwdIog https://t.co/FnMTFGsHHQ"
1396,"I hate this disingenuous ""what if Corbyn had got in"" discourse, here's what would have probably happened, Covid would have hit, his opponents would have seized on it, he would have been monstered by the press and forced to stand down by the PLP, because this fucking country"
1397,"In Germany the new Health Secretary is a medical doctor who's an absolute expert on Covid. In the UK, the Health Secretary is an ex-banker. I think that says more about the UK than Germany."
1398,"If Stan, Kyle and Cartman could just work together, they could go back in time to make sure Covid never happened. SOUTH PARK: POST COVID: THE RETURN OF COVID premieres December 16 on Paramount+. https://t.co/510cScyd2d"
1399,"So, from the government saying that they were only going to kill 20k of us last March, we're now getting ready for maybe a quarter of a million deaths before Summer. https://t.co/Twe1SETQ2r"
1400,"I don't know who could have seen this coming, but the CEO of Pfizer is now saying that people might now need FOUR Covid shots in order to be protected from the virus.  I know....it is shocking."
1401,"@SkyCricket @nassercricket @Athersmike @robkey612 What could England have done differently?

Me: Should have avoided tour with COVID excuse 😂😂😂"
1402,"Try as I might, I can't be happy that Johnson has trouble with his own MPs when that trouble is based on Covid denial and selfish, bloody-minded refusal to protect others. Omicron doubling every 2/3 days means we need more action, not less."
1403,@GovanBoy76 @mattyve26 @NicolaSturgeon The full list of advisors is public knowledge but I’ll make it easy for you.  https://t.co/pscr9aw1Ae
1404,"We've plateaued at 60% fully vaccinated in the US.

That's not nearly enough.

We need to get to ~85-90% fully vaccinated.

&gt;90% hospitalized for COVID in our current surge are NOT vaccinated.

Really at a loss about what to do.

with @MSNBC's @ChrisJansing https://t.co/qzNHRz9pFw"
1405,@NeelyMozawala Time for a covid swab methinks?
1406,"All #Judges should listen @ppbajpai since one year VDO which will expose #Modi govt for destroying #parliament,north/south block to help their friends &amp; no money for covid victim but spending 8450/minute on his security @LiveLawIndia @barandbench @barcouncilindia @pradeepraiindia https://t.co/Zr8wKeN8qV"
1407,"must be tough for mew had to take covid test everyday before he went to work, his nostril must be hurt from it that's why he used a nasal spray. but I'm also glad that he surrounded by people who knows how to takes a good care of him. thank u mss team 💖

@MSuppasit
#MewSuppasit https://t.co/jJtLWkV67c"
1408,"@Alicade_v Ye I'll be right. thankfully no covid, I took a test. just a really really fucking horrible cold."
1409,"Jump forward and listen from 4 hours 20 minutes mark, presentation by Mr Steve Kirsch,  Executive Director of Covid-19 Early Treatment Fund...
Not even the FactCheckers can deny this...
https://t.co/xflqxiKv9P https://t.co/leJCP5RC25"
1410,"Florida has a 2.3% COVID positivity rate with no mask or vaccine mandates. We live life, we congregate, and we trust our immune systems. And it works."
1411,"I stopped listening to ""experts"" long before Covid arrived. Covid has justified that decision more than anything else."
1412,"I don’t have an #economics degree, but I do know that #inflation happens when people raise prices on things they sell. https://t.co/ob4J3una3M"
1413,"Mental health has become its own pandemic during Covid, with soaring rates of anxiety, depression and burnout. Psychologists say both resilience and the ability to grow from adversity can be cultivated. Here are four ways to get started. https://t.co/vLVcKZRurz"
1414,🇧🇬 COVID in Europe: Bulgaria's jabbed rate is the lowest in the EU. Only 26.4% are fully jabbed. https://t.co/xwYjL3vlIy
1415,I am just glad I live in Florida where freedom and common sense are the norm. People actually think about COVID rationally here without peer pressure and groupthink.
1416,"In California, Latinos ages 20 to 54 have died from COVID-19 at a rate more than eight times higher than white people of the same age, according to one USC study. Many died before vaccines were widely available, writes @r_valejandra https://t.co/A9JkvNe2zm"
1417,"This is not a political tweet: watching the excellent briefing by @NicolaSturgeon on omicron and covid cases in Scotland. Perfectly pitched, well-explaned, compassionate.👏 https://t.co/RhYIIR6nIC"
1418,"In California, younger Latinos are dying of COVID-19 at much higher rates than their white and Asian counterparts. 

Younger Black people also are dying at high rates, but the disparity is starkest for Latinos. https://t.co/NzRzvp3ID9"
1419,Anyone else’s mental health taken a bit of a knock with all this Covid news again? Mine has a bit but we’ve done this before so we can do it again 💚
1420,And this is why vaccine passports are a scientific nonsense. Excluding people from life on the basis of rewarding others who have had a vaccine that does not stop them catching and more importantly transmitting Covid is discrimination and has no basis in science. @afneil note! https://t.co/gDjHHCjRGo
1421,"@JoJoFromJerz How long before we hear that Jim Breuer ends up hospitalized with COVID? That seems to be the case with many of these people who mock the science, doctors and facts. The virus seems to find them."
1422,"Psaki defends Biden's Covid Restrictions... as kids freeze to eat lunch

Parents like having their little ones shiver outside in freezing temperatures to uphold Covid standards, according to WH spox Jen Psaki... ""It's no big deal,"" for her 3-year-old. https://t.co/uqw3zMwIGp"
1423,@PlanetLandsman @JJohnsonLaw @StamAdvocate Obesity is far more dangerous to one’s health than being “unvaccinated” against COVID-19. 78% of COVID-19 deaths are from obese people. Stay safe out there.
1424,"Based on #'s from the CDC and SSA:

For a male in your 40's, your normal chances of dying this year are 0.26%.

Adding all deaths WITH COVID to the calculation, including from the pre-vaccine era, your odds of dying this year are 0.29%.

Is it worth staying home or masking?"
1425,"@TexitDarling @TugboatPhil RX Meanwhile at my sons school, vaccination is optional, at the current time masks are optional, nobody has Covid."
1426,"Yesterday (12/10) there were 618,034 new #COVID19 cases worldwide &amp; 7,984 deaths. 

The U.S. reported the largest daily increase in cases (+172,294) followed by:  

United Kingdom: 58,184
Germany: 53,296
Russia: 30,383
Poland: 24,988
Italy: 20,490
https://t.co/jhvFmFJf9a https://t.co/02y9efJoTR"
1427,Amanda thought she’d never see her family again after she spent 11 days intubated in a hospital with COVID-19. Her biggest regret is not getting a COVID vaccine sooner.
1428,this is what covid looks like to me https://t.co/V5UQEWKXdY
1429,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
1430,"@louiselnelson91 @KyleMcNamara7 @KizzyPhD But that’s not Covid. It isn’t fatal like that, especially now with the treatment available"
1431,"A group of “risk-averse” and “super responsible people” let their guard down enough to become unwitting vectors of COVID-19, showing just how vulnerable even vaccinated people remain to the virus when indoors and in groups.

https://t.co/u6lIstyZhF"
1432,"@Jhagra @IMMahmoodKhan Its not solely upto You..Remember..
We are working since 2 years we faced covid in the field....we deserve and we ll grabb Regularisation at any cost..
At last either we all ll lose this job or You ll lose your ministry forever..
U cant damage our future Remember my words"
1433,"The very same hunt whose leading huntsman was found GUILTY of his dogs being dangerously out of control for killing a family's beloved cat - were awarded £10,000+ from taxpayer funded small business covid grant last year. 

RT if you agree they should give every penny back"
1434,"#VAERS data for the week through 12-03-2021. 
https://t.co/qbg1Z54mo8

to quote Rochelle Walensky, MD, MPH

""To date, no serious safety concerns have been identified."" https://t.co/hJ9Oe3l9G8"
1435,"Can a liberal plz explain in what way Biden is better than Trump? 

Under Biden: 
More police funding
More military funding
More kids in cages
More deportations
More covid deaths this year
More drilling/fracking/pipelines
Bombed 4 countries 
Funded genocide in Yemen/Palestine
⤵️"
1436,I’m old enough to remember when David Perdue secretly sold millions of dollars worth of stocks before the public knew about COVID.
1437,Remember when people who told you “We will all get Covid” got attacked and vilified? How’s that working out ?
1438,"Per CDC:
""Among these cases of COVID-19 attributed to the Omicron variant, 34 (79%) occurred in persons who completed the primary series of an FDA-authorized or approved COVID-19 vaccine...including 14 who had received an additional or booster dose...""
https://t.co/cbjOoZyObO"
1439,"I dearly wish we could ""just live with it"".

But 1000s of Covid patients in hospital means cancelled cancer ops, staff diverted from diagnostics to Covid care, ambulance delays, overwhelmed A&amp;Es.

Pls get your booster. Pls help us protect *all* patients 🙏
https://t.co/LKrJlwWxab"
1440,"SHOCKING: Crisis actor admits playing the part of a patient struggling with COVID-19.

She shows her contract detailing her role, which details she has to pretend she is short of breath. https://t.co/wmUjeqLaq3"
1441,"Go inside a Grand Rapids hospital with reporter Dustin Dwyer of @MichiganRadio and learn how awful COVID is in unvaccinated patients. 
Also striking, the hospital's moving furniture out of rooms in order to cram more beds in. 
https://t.co/YlKNXgVfiy"
1442,"@BelakMax @MollyJongFast Hahahaha we may not have to worry about republican votes in 22, they are dropping dead from covid at rapid pace."
1443,"One of workers asked to her manager for the same hypermarket if we get bonus money again like last year cuz of covid. U know what that idiot said? ,,no it was during covid"" are u kidding me, what is now?! Its hard to work behind cash register with mask and terrible customers"
1444,"@gvcontent @KarlzbadTavern @ShawnaaMariee_ @UrbanAchievr @CathyYoung63 healthy or unhealthy. The facts are that the vaccine has the ability to cause death, and Covid has the ability to cause death. Suddenly all these pro-athletes are dropping dead of heart attacks, ect with no prior conditions? And you don’t think that there’s any way that your"
1445,"@Duck2Lightning @shiftms Thanks shu J. Because of the GP covid rules/and the fact my doctor only works 2 and a half days a week (she has 7000 patients..), I won't be able to discuss any possible treatment etc.. until new year, if I'm lucky. So I'm fiddling around on the Internet trying to find info."
1446,"In Germany the new Health Secretary is a medical doctor who's an absolute expert on Covid. In the UK, the Health Secretary is an ex-banker. I think that says more about the UK than Germany."
1447,"Tory MPs voting against Covid Plan B “to protect civil liberties”, when this week they voted to give the government powers to strip almost 6 million Brits of their citizenship without notice or notification.

Maybe, just maybe, they don’t really care about civil liberties."
1448,"the media exacerbate Covid exhaustion by grabbing and reporting scraps of information. Hence Omicron wave will infect thousands in days, triple jabs are protected, then only 50%, Omicron is mild, Omicron will lead to thousands of hospital admissions all adding to the exhaustion !"
1449,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
1450,@SergejOdstrom @StalFithrildi @seanbgoneill Washing hands is always good but COVID does not spread via your hands
1451,Unvaxxed In Austria Could Be Imprisoned For A Year https://t.co/BLbNckIvxs
1452,"In California, younger Latinos are dying of COVID-19 at much higher rates than their white and Asian counterparts. 

Younger Black people also are dying at high rates, but the disparity is starkest for Latinos. https://t.co/NzRzvp3ID9"
1453,@hbardell1 @akshaynr @EmmMacfarlane Where do all the extra teachers and class rooms come from?  That would cost billions and take years to accomplish. I know just details.  Are you saying a class of 15 students does not spread Covid?
1454,"UK government is blocking sharing of knowledge of how to make vaccines, says @carla_denyer

We should be supporting ending patents on life saving vaccines

So UK government is putting private profit over protecting the world against Covid

#bbcaq"
1455,Overton Medical Centre dedicated to COVID immunisations on Saturday morning. Gareth and the team. Thank you @BetsiCadwaladr https://t.co/8Fnb7QPnVv
1456,"Vaxxed or not, data suggests people are over Omicron/Delta, and COVID altogether https://t.co/n3WeTVkiGg https://t.co/SaUCiAyw4U"
1457,"@LindsayMpls There always needs to be some contrarian argument. I don’t know, just enjoy a moment when we aren’t talking about COVID &amp; shit"
1458,"We’ve been thinking a lot about this consequence lately:

👉the consequence of Ford’s catering to an unvaccinated base.
👉the consequence of refusal to acknowledge airborne nature of covid &amp; take necessary protections because it would cost $.

We can’t keep doing this to people. https://t.co/wERljXp3Zn"
1459,the SNP have a massive nerve in asking Westminster for more funds for Covid when they are syphoning  off funds to develop Independence and failing to pass on funds to businesses who need help.  Wake up Scotland to the SNPGREEN’S  political treachery.  Oppose them now.
1460,"In Opinion

""Will Covid-19 become milder over time?"" writes Andrew Pekosz, a medical researcher, in a guest essay. ""The answer to that question is most likely yes, but it may not have anything to do with the virus evolving to induce milder disease."" https://t.co/TOxTAnOt4o"
1461,"Myth, misconception hampering Covid-19 vaccination in Kogi — Stakeholders https://t.co/3U4GBjfqrj"
1462,Help deliver vital COVID-19 vaccines to close the vaccination gap around the world.
1463,"If insurance companies charged anti-vax'd people hospitalized with Covid with contributory negligence, and refused to pay for their care, then everyone would get vaccinated."
1464,negative au covid let's gooo https://t.co/BelaJ4BmHB
1465,"This is not a political tweet: watching the excellent briefing by @NicolaSturgeon on omicron and covid cases in Scotland. Perfectly pitched, well-explaned, compassionate.👏 https://t.co/RhYIIR6nIC"
1466,"Still waiting for an apology from Mark Meadows, Mike Pence, Keith Kellogg &amp; other fmr colleagues from the Trump White House who called me a liar/disgruntled employee for telling Americans the truth about Trump’s recklessness on Covid when it mattered &amp; not saving it for a book."
1467,"If they really believed Covid was that terrifying and that deadly, they wouldn’t have had parties.

This is about your control not your health.

#Omicron #downingstreetparty"
1468,"With Covid Omicron still ahead
Let's see where this deliberate scarcity creation &amp; Dadagiri Leads us ?
Entire Khalistani.. Communist Fake Kisan Gangs shud never hav traversed Haryana at all. A Lazy Govt allowed destruction of 25000 Cr Shoe Industry Hub at Bahadurgarh
@PiyushGoyal"
1469,"Why do adults carrying excess weight seem so vulnerable to Covid? The coronavirus can invade body fat, researchers have found.  https://t.co/sqEq4wCW7i"
1470,"The amount of abuse scientists and doctors get for simply stating the facts about Covid-19 and the pandemic is unreal

Our jobs is only to analyse and give information based on data, or to treat those who are sick

We do not decide policy or rules, that’s for elected officials"
1471,Burned-out doctors feel 'emotional sucker punch' as more patients present with incurable cancers | CBC Radio https://t.co/rfUtVuLK1s
1472,@disclosetv Covid- The greatest hoax in history to distract you from what’s really going on.
1473,"Ontario is reporting 1,607 new cases of covid today. For comparison last Saturday 1,053 cases were reported. 1,848 cases were reported on December 11,2020. Sadly 5 more deaths were reported."
1474,"The unvaccinated are hardly allowed to go anywhere or be inside any facility or restaurant or plane or train or receive any service so who do you think is spreading this Covid virus everywhere? It sure as hell isn’t us pure bloods. It’s the conformist, smug vaccinated, that’s who"
1475,"🚨🚨There are 5,997 #Covid19 patients in hospital in #England.

◾️ Covid patients account for around 5% of general and acute beds

◾️ Total cases in hospital 55% lower than this time last year

◾️ 1 in 4 in with Covid but not because of it https://t.co/DBwPWYzCOw"
1476,"Keep pushing back. Stand up. 

We are winning. 

https://t.co/gRe8HSJsTi"
1477,Therapeutic Goods Administration expert panel didn't recommend Covid vaccine mandates | Daily Mail Online https://t.co/vPlVAzXr7K
1478,"#DemocracySummit
#murderandconspiracy

Story of a Chinese scientist who  prepared virus in lab and spread the COVID pandemic.

9  thrilling murder stories

Read book in English
https://t.co/zFYV1kmWBb https://t.co/iw7C86f78G"
1479,"Right now 100% of the patients on our Critical Care Covid unit are unvaccinated.

They are young. 
All between 30 - 57 years old.
All eligible for a vaccine.

Severe covid is a preventable disease. 

Please get the Jab and when asked get a booster."
1480,"SHOCKING: Crisis actor admits playing the part of a patient struggling with COVID-19.

She shows her contract detailing her role, which details she has to pretend she is short of breath. https://t.co/wmUjeqLaq3"
1481,"@GriffinCOA @SuzanneMarney Lastly, I'll answer my own question since you wouldn't

Look at raw data from Canada recently

1.23% hospital beds were covid

10% ICU was covid

How different are those %'s from normal years flue/pneumonia?

Did a ~4% increase wreck the system?

If so we have bigger issues https://t.co/DT2WCkKCel"
1482,"@kprather88 @mehdirhasan Inform the public covid is in the air on every possible platform, over and over and over.

Diagrams, videos, tiktok etc. Expain the science in laymans terms. 

Fund ad campaigns for better masking and prevention. 

Pester Govts to change strategy and ACCEPT #COVIDisAirborne."
1483,"📢 ""We have just a few days to make our voices heard louder and clearer than ever"" - @silkiecarlo

Tell your MP to vote against Covid passes before the vote on Tuesday. Use our quick and simple template. ⬇️

https://t.co/XfFO8beSIZ https://t.co/7gPoQBUIC4"
1484,Covid actors. It's all staged. All of it. https://t.co/6AN2MonXAs
1485,"There are only about 30,000 days in your life. 

I've already wasted ~10 days doing taxes, ~5 doing wire transfers at the bank, and ~2 trying to recover from covid vaccines."
1486,"The amount of blood clots we are finding incidentally in Covid patients is startling. 

Many aren’t even being specifically imaged to rule out pulmonary emboli (blood clots in vessels to lungs) 

Please take this disease seriously. 

There is nothing “mild” about it. 

#COVID https://t.co/ErAVQ0Uy2Y"
1487,"I don't know who could have seen this coming, but the CEO of Pfizer is now saying that people might now need FOUR Covid shots in order to be protected from the virus.  I know....it is shocking."
1488,"@IRGChadt @Lancegooden I'm not sure this article proves what you think it proves. This whole concept of ppl simply 'learning to live with covid' whether vaxxed or not, completely leaves off the fact that those unvaxxed being praised for 'learning to live with covid' are also learning to die with it."
1489,Good website https://t.co/WWjPQotAMB
1490,Malaysia's Sabah state says 20% of new Covid-19 cases are children below 12 https://t.co/tLeFwSaBJ2
1491,Breakthrough Case: A Covid Diary https://t.co/InBkNMyo0s
1492,"Missouri Attorney General Acts Forcefully To Spread Covid-19 In Schools, Counties https://t.co/9EBTzzrFze"
1493,"It's happening.

A court in Belgium ruled that the covid passports were illegal."
1494,The “doctors” and hospitals who helped erase the line between dying FROM Covid and dying WITH Covid should all lose their licenses and be subject to fines/imprisonment.
1495,"How is it that Charles Manson brainwashed a few hippies so they'd murder a few people and Manson spent the rest of his life in prison, but trump brainwashed millions, causing how many Covid deaths and he lead a violent insurrection, yet he's  getting ready to run for president?😡"
1496,"My grandson is in South Korea where they are very smart with Covid. They are doing another lockdown to get itunder control.   
In the U.S. we just wear our healthcare workers down and let the number continue to rise and people die because our economy is more important than lives."
1497,"I was recently appointed as the youth representative on the Saint Lucia COVID-19 Management  Center. I look forward to representing the youth of Saint Lucia to the best of my ability, and utilizing my skills in risk communication to aid in combating the current pandemic."
1498,@eczz462_bob I probably had gotten it a few days before my 1st shot. But I didn't test positive till 2 days after my shot. I went for Covid test because the kids I used to nanny for had gotten Covid from their dad's house.
1499,@ThaFreedomSuite @NedaHilliard @ddiamond @DrDebFurrHolden @juliejohnson @SturgisRally Please keep saying stuff like this. It will cause more liberals to see the grift of covid. Like I did long ago after being told stuff like this and worse.
1500,S'pore reports 559 new Covid-19 infections and 6 deaths; ICU utilisation rate falls to 48.6% https://t.co/qTlUH1QieU
1501,"Take a rapid COVID-19 test to keep friends and family safe over the Christmas holidays.

Don't take COVID with you.

Find out where to get your free kits from ⬇️
https://t.co/XxV5yUUjv4 https://t.co/FNo8uoOOVg"
1502,"Vaxxed or not, data suggests people are over Omicron/Delta and COVID altogether: Morning Brief https://t.co/XUeLyUnZ2p"
1503,"The Republicans’ plan to overturn the election was put in PowerPoint, Microsoft Teams, Google Workspace, Prezi, Canva, LibreOffice, Apache, WPS, Focusky, SlideDog Free, Zoho Show and Powtoon and the news is like “Is Joe Biden making more covid? Joining us to discuss is Ted Cruz” https://t.co/H7eQncLQY5"
1504,"🚨🚨 JCVI member Dr Maggie Wearmouth “We know the wards are full of unvaccinated people”

➡️ Another giving out information not supported by the facts

Most Covid patients are vaccinated

This adds to the misinformation on MSM this week (see thread below)
 https://t.co/XPD490BIYw"
1505,"All #WannaOne Members Test Negative For COVID-19 + #2021MAMA Pre-Recording Rescheduled
https://t.co/N9O9fUce33 https://t.co/VCW3NdnQrL"
1506,My brother’s triple-jabbed - the third one was Pfizer 3-4 wks ago. He’s just got covid &amp; feels ‘rough’ &amp; is isolating. Had a Xmas meal out with a load of mates last Friday - all of them vaccinated - 17 out of 21 of them have now tested positive.
1507,"@RWMaloneMD Another reason Anti-Vaxx are dumb AF. 

They will allow COVID, which came from a bat, possible altered by China/Fauci, to replicate, 1 TRILLION COPIES of itself - inside their bodies.

 The life-saving vaccine has no where near that much foreign material."
1508,"Fine if you're choosing not to be vaccinated. Bodily autonomy and all that, but you also need to accept that while ever ICUs are filling up with unvaccinated Covid patients, there will be restrictions. Stop complaining about restrictions. You're literally the reason for them."
1509,"Viral Immunologist, Dr. Byram Bridle, PhD, debunks the narrative that masks protect people from Covid, as he indisputably shows aerosols penetrating 5 surgical masks.

Full video link: https://t.co/bq50SNJZTP https://t.co/jjBUPlLzqY"
1510,This particular flu/cold/whatever it is (not covid thankfully) has knocked the fuck outta me. I've been struggling to stand and needing my walking stick around the house just to move :(
1511,"@deepthinking https://t.co/FfHPcC3WDz
I’ve said it before. There’s a glaring difference in contact tracing initiatives when it comes to GO Transit compared to the TTC. Unless The TTC provides an immunity and no one transmitted Covid on the TTC. 😐"
1512,"I'm still trying to pay these medical bills &amp; am once again appealing for help in doing so. Am widowed, disabled, &amp; due to Covid will spend holidays alone. If you can find it in your ❤️ to donate, I'd be so thankful. 
https://t.co/FwiKm3Njco #Christmas #NEISvoid #MedicareForAll"
1513,"It’s time to “stop calling this a pandemic of the unvaccinated,” @DrDebFurrHolden, an epidemiologist who thinks she contracted covid at “super-responsible” wedding, tells @juliejohnson. “We’re seeing more and more breakthrough cases in the vaccinated.”

https://t.co/aqnhCw4onB"
1514,"South African Omicron: babies under one at risk of severe infection: alarming hospitalisation data

'Health Minister Dr Joe Phaahla says it is not yet clear why babies under the age of one are at risk of severe infection driven by the COVID-19  Omicron variant.'"
1515,"@yoadutwum @_GHSofficial As you would know, this goes against the Nuremberg Code for ""voluntary consent"".

The vaccines do not prevent infection or spread of covid. So this further places prejudice against the unvaccinated as though they're the primary vector for the virus
#ResistTyrannyNow"
1516,"Aven is 8 years old daughter of my good friend here in the Yukon. Yesterday, she received her first dose of the Covid-19 vaccine. Today, she and I danced Bhangra together at -22ºC/-7.6ºF temperature on snow to celebrate it. Don't miss to notice our matching mukluks! 😊 https://t.co/W7iIycQDz3"
1517,Pritzker’s $2 billion COVID-19 aid slush fund uncovered https://t.co/JeFcl01VsQ
1518,The “doctors” and hospitals who helped erase the line between dying FROM Covid and dying WITH Covid should all lose their licenses and be subject to fines/imprisonment.
1519,"Covid death rate plunges to lowest-ever in South Africa, as the very mild variant now accounts for 90% of cases there. 

Wowser. It's over.... https://t.co/fCbfs7uyln"
1520,"‘This makes Cuba an outlier among low-income countries, which have vaccinated only 2.8 percent of their combined populations. This is owed largely to vaccine hoarding by the developed world and their jealous guarding of patent monopolies..’ 

https://t.co/eB5C9BOGXT"
1521,"THIS is why republicans are dying of covid at 2-3 times the rate of the rest of the population. 
#MaskUp 
#GetVaccinatedNow 

https://t.co/Uyb1LYzRvO"
1522,"Those closest to Boris Johnson laughed as they practiced how to lie to us about a Christmas party. We won’t stand by and watch. This is what we’re doing about it 👇
https://t.co/QxzWUV1fZA https://t.co/Vo5uCwGUWB"
1523,"Where do we go for an apology? We’ve literally known since July with Delta that the vaccinated were still getting and spreading COVID, but the Covidians kept blindly lying. https://t.co/WE5FxiULc3"
1524,"Due to inclement weather, the Tennessee Riverpark COVID vaccination site is pausing operations today, Saturday December 11th, until the weather clears. Stay tuned to our social media pages for more updates."
1525,"It's happening.

A court in Belgium ruled that the covid passports were illegal."
1526,I am just glad I live in Florida where freedom and common sense are the norm. People actually think about COVID rationally here without peer pressure and groupthink.
1527,"Why don’t we just let Pfizer run the FDA, CDC and NIH? 
Thank God we still have free speech. 

There’s no need for a fourth dose or any dose for a COVID recovered. There are over 140 studies that detail why that statement is true. https://t.co/iifszCEnrn"
1528,"@RepBoebert While campaigning for the US House, Lauren Boebert called for “dangerous freedom” and likened Covid-19 safety precautions as “peaceful slavery.” Boebert added, “we are at a point right now, in our nation’s history, were it’s time to join or die.” https://t.co/dbOu51SLdV"
1529,The number of confirmed COVID cases is rising in all of Southern Africa. https://t.co/3hP7f3zoqt
1530,"Government scientists warn Omicron could lead to MORE hospitalisations than last winter and kill up to 75,000 people over the next five months unless tougher restrictions are brought in s...
via https://t.co/jGCUcbYEY7 ⁦⁦@i_asyaaaaa⁩  https://t.co/iVtrzD3LaQ"
1531,The Virginia Department of Health won’t mandate COVID-19 vaccines in schools - Virginia Mercury https://t.co/zFqiwGU9XV
1532,"The health unit says the possible case involves community exposure in two locations this past Saturday.

https://t.co/6WlinK6SV9"
1533,"Today MSDH is reporting 445 more cases of COVID-19 in Mississippi, nine deaths, and 37 ongoing outbreaks in long-term care facilities. State #covid19 totals: 519,115 cases, 10,326 deaths, and 1,427,368 persons fully vaccinated. Full information: https://t.co/YCv9xPyJDk https://t.co/7B4KnSnctF"
1534,"@mmdesoer @DrEricDing I've only used #quercetin for my COVID patients. There are no ""conventional"" COVID treatments. Monoclonal antibodies are expensive and not generally available. I wouldn't call it a conventional treament. Immune sera doesn't work. I can't be clearer: quercetin alone suffices."
1535,"What the hell is this special exam?
Why they are playing with us like a ludo game ?
Mdcat is not like a exams of junior classes our entire future depend upon this test.
Tgey can arrange separate halls for covid + students
#DelayMDCAT2020
#ShameonPmc 
#no2tests
#saynotospecialexam https://t.co/tIPzXFnWND"
1536,2025: Covid marshalls spot a man who hasn't had his 25th booster. https://t.co/wYGqBFq97v
1537,Jacob Rees Mogg seems to find the Covid restrictions all rather amusing but then he thinks the Grenfell victims lacked common sense and raped children should be denied an abortion. A callous and uncaring man imo.
1538,Thank you indeed #Modiji. My #vaccine was absolutely free at 750 Rs a dose. #modi #covid #shamelessmarketing #ModiHaiToMumkinHai https://t.co/ifOKl2hN3s
1539,"The Update about much-awaited #PushpaMASSivePreReleaseParty passes will be out soon ⚠️

Due to #COVID restrictions, only limited passes are being released in the best interests of Fans well-being.

#ShreyasMediaWithPushpa
#PushpaTheRise
#PushpaTheRiseOnDec17
#Pushpa https://t.co/NDotv3BKHX"
1540,"Today, @NHS_RHO announces the start of a three-year study to investigate the long-term impact of COVID-19 on NHS staff across the UK from ethnic minority backgrounds. More details on the ‘REACH-OUT’ study here: https://t.co/ngIV89EBaZ https://t.co/Ydzp1v8lCW"
1541,"Glad I been staying to myself , all this sickness and Covid mfs catching .. I’m cool ‼️"
1542,"To be clear, the whole genomic tests *are* now picking up Omicron cases, although not yet at a full week's sample.

Those are the orange in this chart from the daily epi summary.

(Hard to see, but the earliest orange in this shows up Nov. 24.)

https://t.co/x781wL6qZ7 https://t.co/Fn8mYUnVA0"
1543,"Tory MPs voting against Covid Plan B “to protect civil liberties”, when this week they voted to give the government powers to strip almost 6 million Brits of their citizenship without notice or notification.

Maybe, just maybe, they don’t really care about civil liberties."
1544,I'm wondering if descendants of past pandemics/epidemics have developed genetic mutations which would render them immune to covid. It has been found likely that dependents of survivors of the Black plague did develop immunity to HIV via genetic mutations.
1545,@Slalvarezm You were an essential part of all WMC COVID related (and other) research.  Hope you are well!!
1546,"""We have more patients than we've ever had at any point, and we're seeing more people die at a rate we've never seen die before,""
https://t.co/8JDbyG1USt"
1547,"Hey y'all! I'm Kathleen Brown, running for Congress in TX-13 against Rep. Ronny Jackson, Donald Trump's former doctor and a COVID denier.

I'm at 11,600 followers &amp; my team says I need 15,000 by  the weekend. 

Can you help? Please follow and RT!♥️

Let's turn Texas blue in '22!"
1548,"Why do adults carrying excess weight seem so vulnerable to Covid? The coronavirus can invade body fat, researchers have found.  https://t.co/sqEq4wCW7i"
1549,"@SJ_18757 @cyliawho @GovMurphy The CDC reports ""Covid-related deaths."" 94% of these had serious comorbidities like heart disease and cancer. The average age of death is 78 years old – basically life expectancy. But sure…. Go jab kids with no long term safety data. Done here. Wish you well."
1550,Just had my Covid booster. To think I went from rubbish old AstraZeneca first time to elite Pfizer today. Just goes to show that if you believe in yourself enough and never give up you can achieve your dreams. #aspirational
1551,"The spanish flu was more deadly than Covid &amp; killed young people.

Yet, the world was back to normal in less than a year.

The real virus is media-induced panic."
1552,"Germany has some of the strictest Covid restrictions worldwide: Vaccine Passports, N95 mask mandates and a Lockdown for the unvaccinated. Those restrictions are so effective that they even work in neighbouring Poland although none of the mentioned restrictions exist there. https://t.co/u7wJZA21k9"
