Unnamed: 0,text,tweets
1187,"@LukeCusick @MaudGarrard @MrDamienBlack It's not quite that simple. Depends heavily on your age and health status. Plus, if you don't take the vaccine you have a 100% chance of not dying of an adverse reaction and a 99.8% chance of not dying from covid.",simple depends heavily age health status plus vaccine 100 chance dying adverse reaction chance dying
1190,"Despite 97 percent vaccination rate, NBA has already at least equaled last year’s total number of players/coaches entering COVID protocol.",despite 97 percent vaccination rate equaled total players coaches entering protocol
1192,"Dibangun di awal Covid, 2 thn selesai Covid msh moncer. Anies works in silent.. Bravo! https://t.co/9Q6Blse6IY",2 msh silent bravo
1193,@brithume Lock downs and school closings is  under the umbrella of the covid pandemic. The surgeon General isn't wrong.,lock school closings umbrella pandemic surgeon wrong
1194,"'They aren't going to publish their findings, they are concerned about losing research money' 

Dr Aseem Malhotra reveals a cardiology researcher found similar results to a new report showing an increase in risk of heart attack following the mRNA COVID vaccine. https://t.co/63evorQwlJ",publish findings concerned losing research money reveals cardiology researcher found similar results report increase risk heart attack following mrna vaccine
1195,"@BTC_Archive I live and run grabbike in Vietnam.covid 19 has exhausted my economy,i have no customers,i got another job but they do not accept me.I created an e-wallet, please help me 5 dollars, thank you very much,I have a small child,I am useless,please help me
wallet address in my Profile",live run vietnam 19 exhausted economy customers job accept created please help 5 dollars thank child am useless please help wallet address profile
1196,"@starsandstripes @metaquest If he wanted to spread Covid on a ship, he should book a cruise.",spread ship book cruise
1198,"New Delhi: Rising domestic passenger traffic along with healthy response to its new intra-regional flights has boosted airline major IndiGo’s outlook for 2022. Nevertheless, the airline remains ‘cautiously optimistic’ on the impact the Omicron Covid-19 variant might have on the c https://t.co/uF1CwmpdEO",delhi rising domestic passenger traffic healthy response flights boosted airline major indigo outlook nevertheless airline remains cautiously optimistic impact omicron variant
1200,"@saneman3000 @FoxNews The Washington man was not living in fear. He had a gun, he knew how to use it, he made sure he was calm, he calmly got up and shot the guy who invaded his home. Good for him. 60 percent of Americans are Covid vaxxed. That's not a sign of fear. Fear is not good. Planning is.",washington living fear gun calm calmly shot guy invaded home 60 percent americans sign fear fear planning
1201,"The Covid-19 fear aside, it's the ticket rates coupled with early premieres that's keeping the audience away from the big screen - Time for all stakeholders to rethink on the pricing policy. Please do read, and share it if you like.. Feedbacks awaited :)

https://t.co/zWC0qAeuTG",fear aside ticket rates coupled premieres keeping audience screen time stakeholders rethink pricing policy please read share feedbacks awaited
1203,@CountryGardener @PhilPerkinsCHCH Only Covid deaths matter for some reason.,deaths matter reason
1204,"@jordanbpeterson 1. Strip police of their enforcement powers.
2. Continue to release violent repeat offenders.
3. Make it as difficult as possible to own a firearm and to use it lawfully.
4. Amplify economic decline by increasingly more restrictive COVID measures and psychotic tax increases.",1 strip police enforcement powers 2 continue release violent repeat offenders 3 difficult own firearm lawfully 4 amplify economic decline increasingly restrictive measures psychotic tax increases
1205,"ICMR on Nov 22,  2021  -  No scientific evidence to support need for booster vaccine dose.

ICMR on Dec 11, 2021 to Parliamentary Panel  - Covid booster dose can be taken after 9 months from 2nd jab.

Desperate Science ?
https://t.co/HvM8l74y9X https://t.co/suxUJexFoq",nov 22 scientific evidence support booster vaccine dose dec 11 parliamentary panel booster dose 9 months 2nd jab desperate science
1206,"@Darren82CFC @OfficialPDC @Yourallypally @WilliamHill No mate, you can show your covid pass, show a negative LFT test, OR proof of immunity",mate pass negative test proof immunity
1207,"Scotland Daily Coronavirus (COVID-19) Report · Saturday 11th December.

4,087 new cases (people positive) reported, giving a total of 761,889.

12 new deaths reported, giving a total of 9,719. https://t.co/c1ik5KRJIG",scotland daily report saturday 11th december people positive reported giving total 12 deaths reported giving total
1211,"CACOVID Urges Nigerians to Get Vaccinated in the Wake of the New COVID-19 Variant, Omicron https://t.co/vby0lmX08m",urges nigerians vaccinated wake variant omicron
1214,@EliseStefanik Fake empathy that’s @RepStefanik @EliseStefanik #ny21 has the highest covid cases death in all of nys she voted against covid relief. She put trump over every American. Is this what we want for #ny21 hell no Vote for a candidate that actually gives a damn @MattPutorti,fake empathy death nys voted relief trump american hell vote candidate actually damn
1216,A thing that really annoys me with covid is that nobody discusses a very obvious reason a lot of people are more focused on treatments than on preventatives - people don't like dealing with medical stuff when they feel fine. They want a solution for when they get sick.,annoys discusses obvious reason lot people focused treatments preventatives people dealing medical stuff feel fine solution sick
1217,"So the party that plotted a coup, has exacerbated the Covid pandemic, voted unanimously against the American Recovery Act, lies about a ""stolen"" election, supports outlawing abortion, foments culture war, and has no plan for governing, is poised to win big in the 2022 elections?",party plotted coup exacerbated pandemic voted unanimously american recovery act lies stolen election supports outlawing abortion foments culture war plan governing poised win elections
1218,"A friend made a FOI request to his local big hospital (Harlow) concerning deaths exclusively to cv 2020-Nov '21. ""Covid alone"" deaths were stated as 25 of the 602 deaths where covid was mentioned. Interestingly, the hospital recorded no flu deaths in 2018, '20 or '21. 1 in 2019.",friend request local hospital harlow concerning deaths exclusively cv deaths stated 25 deaths mentioned interestingly hospital recorded flu deaths 1
1219,"@joncoopertweets are likely guilty of  assault.
And we know Trump knew Covid could kill as we heard him say that on tape (with Bob Woodward in February).",guilty assault trump kill heard tape bob woodward february
1220,"What's the status of Alberta's healthcare system as of Dec 6?

5,138 regular hospitalizations
306 COVID hospitalizations
306 empty beds
106 regular ICU
77 COVID ICU
58 empty ICU beds

https://t.co/PTEmsGTl95",status alberta healthcare system dec 6 regular hospitalizations hospitalizations empty beds regular icu 77 icu 58 empty icu beds
1221,"More superb work from @GoodLawProject 

They have sent a letter to the Met Police telling them they will sue if they refuse to investigate the Downing Street parties

This is how to hold Government to account 

https://t.co/8tXK97Kde2",superb sent letter met police telling sue refuse investigate street parties hold government account
1222,"@Nikita_Luna08 @EFudman @ECDC_EU But not against Covid.

Washing your hands doesn't provide any meaningful protection from Covid.",washing hands provide meaningful protection
1223,"UEFA Cancels COVID-Posptoned Tottenham, Rennes Match  https://t.co/cEawmm5eE9",cancels match
1224,"@Chinmay_2001 @manishsingh431 @dfccil_india They are saying that work is delayed due to CoViD, and now it'll get completed around March, 2022.",saying delayed due completed march
1227,"Remember this? 4 weeks ago. 
AZ CEO links Europe’s Covid surge to rejection of its vaccine
UKHSA reveals dramatic reduction in protection against symptoms with new strain after 2 doses of AZ vaccine, with an estimate of close to zero after 6 months.

  https://t.co/53G7USB7q7",remember 4 weeks ago az ceo links europe surge rejection vaccine reveals dramatic reduction protection symptoms strain 2 doses az vaccine estimate close zero 6 months
1229,Twitter isnt real life because if you said this IRL to a doctor who contracted covid from patients someone would physically fight you https://t.co/GQ8v3u8ngG,twitter real life doctor contracted patients physically fight
1230,"""There was no data in that paper that suggested this reduced the symptoms of the people who were sick,"" says NIH Director Dr. Francis Collins about GOP Sen. Ron Johnson's false claim that mouthwash kills Covid-19. ""The gargling is not going to help you out."" https://t.co/P9hP5cu82t",data paper suggested reduced symptoms people sick nih director collins gop sen ron false claim mouthwash kills gargling help
1231,"If you plan on needing or using any form of healthcare at any time in the foreseeable future, you need to know the current rapidly evolving nursing crisis WILL impact you.

Folks can continue to ignorantly ignore COVID but they won’t be able to ignore a lack of nurses.",plan using form healthcare time foreseeable future current rapidly evolving nursing crisis impact folks continue ignorantly ignore able ignore lack nurses
1232,"4/4 Completing a full series of #COVID19Vaccines and getting a #Booster dose as eligible/recommended, PLUS using layers of public health and personal protections, continues to be essential to the pandemic response in Canada. #VaccinesPlus➡️https://t.co/w27G7rHASE",4 4 completing series getting dose eligible recommended plus using layers public health personal protections continues essential pandemic response canada
1233,@F111Driver @Nasty1_again Covid test came back negative. Looks like I have to work the next 2 weeks. 3trips to Broken Hill coming up.,test negative looks 2 weeks broken hill coming
1234,"I told you so as early as Feb. 8, 2020: the COVID vaccine is their true aim; the vaccine is the true disaster; and that the virus definitely is not from nature, but a biochemical weapon made by the Communist Party.
- Mr. Miles Guo, GTV livecast on Nov. 26, 2021 https://t.co/MD32kjo6Q8",told feb 8 vaccine true aim vaccine true disaster virus definitely nature biochemical weapon communist party miles nov 26
1235,@sanket @ndtv @pkdnambiar @INCIndia @rssurjewala @Pawankhera @SupriyaShrinate and last covid disaster India witnessed was because of centre and government of Delhi run by @AamAadmiParty @drajoykumar,disaster india witnessed centre government delhi run
1237,"Even Michael Lewis fell for their crap. He has George Bush initiating the first pandemic planning in 2005. Unbelievably. 

Asia organized to fight off dengue, plague et. al. centuries ago.

Everybody screws the pooch sometime.
https://t.co/IpHqF07gtm",michael lewis fell crap george bush initiating pandemic planning unbelievably asia organized fight dengue plague al centuries ago screws pooch sometime
1239,"@DanielD68502022 When it actually is
https://t.co/QqofwHc15J",actually
1240,"WATCH: New Zealand PM Jacinda Ardern says her country has created a special account to fund journalists who will produce government-approved stories on Covid-19.

https://t.co/GkIFGsJkSD",watch zealand pm country created special account fund journalists produce stories
1242,"In case of adverse effects on childerns due to Covid vaccination will government take the responsibility  of the same? 
https://t.co/DnyQc36VKN
@rajeshtope11 @CMOMaharashtra @PMOIndia @narendramodi @awakenindiamvmt @ytengra @dipali_adv",adverse effects due vaccination government responsibility
1243,"COVID-19. : Between countries, Case Fatality rate vary over time and VOC. ⁦@ICR_NIH⁩ https://t.co/XLYNUh0AiG",countries fatality rate vary time
1247,"My friend who had covid 12/10/20 just got his 4th antibody titer test in 1 year, his natural antibodies are still present &amp; robust 365 days later. I got vaxxed 6/25 and my antibodies are still present &amp; robust 168 days later. I may have had covid but not sure. https://t.co/vnlIimGErl",friend 12 10 20 4th antibody titer test 1 natural antibodies amp robust days 6 25 antibodies amp robust days
1249,"@nb_covid_info Ayy great calls! Also, for anyone not aware Minister's offices are required to respond to written communication from constituents. 

In other words: If you can't get a response, revert to snail mail &amp; they have to acknowledge receipt and respond in kind.

Thanks Gr 10 English! 😆",calls aware minister offices required respond written communication constituents words ca response revert snail mail amp acknowledge receipt respond thanks 10 english
1250,"@ChrisP1176 @jiff1967 I bet!! Before this Covid bollocks, I loved heading back there. Great in the summer, not bad in front of an open fire in autumn/winter/spring too…",bet bollocks loved heading summer bad front fire autumn winter spring
1252,"@aneerbas Yep. Or even do something for themselves. I mean yeah the covid has a super high survival rate, but that doesn’t mean shit. Dumb. I love the “think for yourself” 😂 but only based on thinking that Facebook &amp; conspiracy theory stuff told you to think about",mean yeah super survival rate mean shit dumb love based thinking amp conspiracy theory stuff told
1253,"New appointments have been added for both adults and children to get their #COVID19 vaccine. Remember, we are now appointment only. Check for more clinic dates and times. Book online or call us. https://t.co/ngU1SEx8GM https://t.co/TUtErhD2sh",appointments added adults children vaccine remember appointment check clinic dates times book online call
1255,"""Taiwan's Central Epidemic Command Center (CECC) concluded..Saturday..that a..researcher was infected with the Delta variant of COVID while experimenting on the virus in a high safety laboratory.""

Taiwan confirms researcher infected with COVID in lab
https://t.co/NDYp0p16m2",central epidemic command center concluded saturday researcher infected delta variant experimenting virus safety laboratory taiwan confirms researcher infected lab
1256,@JakeCorman Jakey already had Covid and he feels@embarrassed so now he wants all of us and our kids to get it too so he doesn’t feel@so stupid alone.,feels kids feel stupid
1259,Omicron COVID cases have surged by as much as 400% in parts of South Africa - although the country's health ministry has said there is mounting evidence the variant causes milder infection https://t.co/FQz5TB1v1o,omicron surged 400 south africa country health ministry mounting evidence variant causes milder infection
1260,Covid Spurs Biggest Life Insurance Death Benefit Payout In 100 Years https://t.co/BFsoxMyPd2,spurs biggest life insurance death benefit 100
1262,going to the hospital on her bday anyways to make it abt me !!!!! deserved bc she gave my whole family covid on my birthday 😂😂😂😂🤭🤭☺️🤷‍♀️🤷‍♀️,hospital anyways deserved bc family birthday
1263,"Of 43 Covid-19 Omicron variant cases reported in 22 states, so far only one patient required hospitalization, and there have been no deaths, the C.D.C. said. https://t.co/vSzOi3rmBT",43 omicron variant reported 22 patient required hospitalization deaths
1265,"@4JGST @DaninOttawa @GovGone Same with me!
0/ ZERO covid hospitalization &amp; death 
But SEVERAL adverse reactions &amp; missed appointments.
Yet the media &amp; their TV doctors keep talking about CASES.
#CdnMediaFailed 
#FactsNotFear",0 zero hospitalization amp death adverse reactions amp missed appointments media amp tv doctors talking
1268,"@ShaneJa16905901 @andrewsibley15 @Roblev0 @brianbloop2 @susan04071 @David19531501 @afewpoints @Chris_not_a_bot @CheeseNBranston @f505eb72b9cd493 @CarlsbadCharlie @tripleGGGx @Swen_2017 @Macid3000 @BeowulfSchaefer @kid_alabama @Gazza41 @Mindedmusically @resiguru @DavidGSmith18 @chris_burns79 @markwh2001 @Matt_GS @cathyby @MattAdkin @davidjamesrobe4 @IrishEurophile @Jag11814459 @GentlemanGeorge @EmporersNewC @MattFingersArni @Tonster071 @GeoffreyKeey @JohnRya13591294 @Begentle50 @ButlerRichard2 @Centrefuter @transferdicky @Sir_Tom_Tucker @AndyCarp18 @Smithdsd11 @JOCZECHOWSKA @daftrucker1 @Alex_B1971 @BBCiPlayer So far there is no evidence less harmful 'LSHTM modelling suggests Omicron could cause anywhere from between 25,000 to 75,000 deaths'.
https://t.co/UGDPp7M9Pd",evidence harmful modelling suggests omicron cause deaths
1269,"Right wingers who backed Johnson asking what PM Corbyn would have done differently. 

Covid monstered every country in Western Europe &amp; North America. With Corbyn same happens but we lockdown a bit earlier, more generous furlough and an actual strategy on home schooling &gt;",wingers johnson pm country western europe amp north america happens lockdown bit earlier generous furlough actual strategy home schooling
1270,Surely the people who told me Hillary was a shoo-in and that Trump was a Russian asset and that Cuomo saved NY and that Juicy was innocent and that Rittenhouse was guilty and that 👌🏿 is racist can be trusted for reliable information on COVID.,surely people told hillary shoo-in trump russian asset saved ny juicy innocent rittenhouse guilty racist trusted reliable information
1271,"@jimhihosilver @HorshamGardener I disagree. There are some interesting facts here .. warts and all.
https://t.co/EGToEbWbHJ",disagree warts
1274,Gov. Kathy Hochul announced Friday that New York State will require masks in all indoor public spaces that do not require proof of Covid vaccination. The state is experiencing a spike in infections and hospitalizations. https://t.co/cYcLTJCwfN https://t.co/t7PcPUJmpg,announced friday york require masks indoor public spaces require proof vaccination experiencing spike infections hospitalizations
1275,Whilst you were distracted by a Christmas Party the UK Gov. released a report confirming the Fully Vaccinated account for 4 in every 5 Covid-19 Deaths in England since August https://t.co/3UwxiPpvYA,distracted christmas party uk released report confirming vaccinated account 4 5 deaths england august
1276,"@RepBoebert Rep. Lauren Boebert, the Colorado right-wing firebrand, has continued to oppose both mask mandates and vaccine precautions aimed at stopping the spread of the coronavirus, even as the pandemic heads into a third deadly wave,
https://t.co/nJNF6wUtsc",rep colorado right-wing firebrand continued oppose mask mandates vaccine precautions aimed stopping spread pandemic heads third deadly wave
1279,"INACCURATE: Headline SHOULD read  2.5 million (2, 464,500 to be precise) about to expire Astra Zeneca vaccines rushed from Germany to Nigeria in month of October w/ November expiry. Switzerland sends 105,000 with days to expire. Let’s tell it is it is!  https://t.co/Mu4oge8Oj2",inaccurate headline read million 2 precise expire vaccines rushed germany nigeria month october november expiry switzerland sends days expire tell
1280,"1 MILLION adverse effects from COVID VACCINE. CDC say this is 1-5% reporting. Let that sink in. 

USA:
Over 15K DEAD
Stillbirths/Miscarriages
Nervous system damage
heart/mylo/peri issues
blood clots
brain bleds
go check it out

WHY DO YOU THINK THEY ARE HIDING THIS",1 million adverse effects vaccine cdc reporting sink usa dead stillbirths miscarriages nervous system damage heart peri issues blood clots brain check hiding
1281,@ECMcLaughlin Not to mention the fact that her husband almost died from covid.,mention husband died
1283,"Navy destroyer second-in-command relieved of duty over refusal to take COVID-19 vaccine

https://t.co/Lxo5lwMgdQ",navy destroyer command relieved duty refusal vaccine
1284,@ScottAdamsSays I remember a few months ago when the president and the spokeswoman for cdc said that if you got the vax you wouldn’t catch covid or transmit it,remember months ago president spokeswoman cdc catch transmit
1285,@SleevesUpLA This is disgusting... especially considering the 5-11 year age range without comorbidities is at more risk from the vax then from Covid itself. They are the least at risk in the entire population. https://t.co/SyANQtnpy2,disgusting especially considering age range risk risk entire population
1286,"#immunology question: if you are heavily exposed to SARS-CoV-2 (sharing a household with unmasked people with confirmed Covid) and your vaccines neutralise it so you don’t get infected, did you get a natural immune boost like an infection would give you? or not?",question heavily exposed sharing household unmasked people confirmed vaccines neutralise infected natural immune boost infection
1287,"“If you’re just focused on maximising your profits and you’re a vaccine manufacturer, you are war profiteering.”

Pfizer’s life-saving Covid-19 vaccine is earning record revenues. But as the pandemic continues, Pfizer's profits and practices are under increasing scrutiny. https://t.co/KtpqSAGd3z",focused maximising profits vaccine manufacturer war profiteering vaccine earning record revenues pandemic continues profits practices increasing scrutiny
1288,POV we r FaceTiming whilst stricken with the Covid https://t.co/zDdoej8xWJ,stricken
1289,@GetVaxAnswers Children have essentially zero risk of hospitalization or death from covid. Most don’t even get symptoms.,children essentially zero risk hospitalization death symptoms
1292,"@erininez_m @SwitchHealthCA You can pre-register in case you get randomly selected or if the government mandate to have all international passengers screened comes into effect by the time of your travel. https://t.co/cjSUvWsa5D
https://t.co/f3JGncqSNn",randomly selected government mandate international passengers screened comes effect time travel
1294,@Tom53421228 @CP24 Nah there will be room for them. Covid is a minor disease and everyone knows that.,minor disease
1297,@itvpeston @nadhimzahawi The arrogance here is staggering. I suggest that he becomes a teacher or an A and E doctor working through covid. Then he’d know all about hard work.,arrogance staggering suggest teacher doctor hard
1301,"Comparing All-cause Mortality vs COVID-19 Vaccine levels amongst European Countries reveals no correlation!
I've compared average EuroMOMO Z-scores for the last 13 weeks delta of 2020 vs 2021 - against vaccination levels.
#Covid #Covid19 #Corona #Coronavirus https://t.co/5EpXoHG6ny",comparing mortality vs vaccine levels european countries reveals correlation compared average 13 weeks delta vs vaccination levels
1304,"@jbirdthoughts @JayGrizly @ScottAdamsSays 'other flus'. Claiming that fhe virus that causes COVID is a Flu virus because of some similar symptoms is like saying a Cat is a Dog because they both have 4 legs and shit in the garden.

In fact, a Dog and a Cat are quite closely related in comparison to those two viruses.",flus claiming virus causes flu virus similar symptoms saying cat dog 4 legs shit garden dog cat closely related comparison viruses
1306,"@CatCharmer1 @ChopperSicBallz @sfchronicle Not to mention, long COVID can come from ""mild"" infections, making it impossible to work or do anything much at all.",mention mild infections impossible
1307,"Check out some of our top stories this week in Belleville, Nutley and Essex County. https://t.co/GttVen3c1g",check top stories week essex county
1308,Being busy as laison officer of TPLF Tewodros let covid 19 wipe out millions.This alone was enough to fire him. #TPLFTerroristGroup #AtrocitiesByTPLF @SecBlinken @POTUS @PowerUSAID @Reuters @nytimes @AFP @RT_com @BBCWorld @AlJazeera @CGTNOfficial https://t.co/iapExJhMiS,busy officer 19 wipe millions fire
1310,@wbbfan4ever @BogochIsaac Long COVID seems much much less frequent in breakthrough infections,frequent breakthrough infections
1311,"go to mall bustling with maskless or non-n95 masked coof hordes to buy sugar poomped carbo-sludge, overpriced 2nd hand electronics, sweatshopped threaded tat, marked up garbage (that you could get online without free gift of covid for cheaper)",mall bustling masked hordes buy sugar overpriced 2nd hand electronics threaded tat marked garbage online free gift cheaper
1312,i'm now less likely to die of covid. are you upset????,die upset
1315,"Very, very sad news 😞😱

Thomas ""Mensi"" Mensforth, known as the front man of Angelic Upstarts, succumbed to COVID-19. Just a few days ago, the band announced on Facebook that Mensi was in intensive care after being hospitalized with a corona-induced pneumonia.

#RIPMensi https://t.co/0WMHUfPdfw",sad news thomas front angelic upstarts succumbed days ago band announced intensive care hospitalized pneumonia
1316,"@thatsnotmine125 @DrAseemMalhotra ""Seems exceedingly rare!"" What's the percent chance of dying from COVID? 0.02%! Again the cure is worse than the cause. So sure...go get your shot.",exceedingly rare percent chance dying cure worse cause shot
1318,@dandeckt @TheNickFoy Like the two fully vaccinated Sheriffs in Mississippi who died from Covid. The vax doesn't do anything but make big pharma richer.,vaccinated sheriffs mississippi died pharma richer
1320,"@simon26437564 I love them too but I don't support them in 2 topics,the covid and climate change, they support the idea of WEF and their plan,I don't agree ONLY in this 2 point the rest they are the best",love support 2 topics climate change support idea plan agree 2 rest
1321,Should parents be held liable for sending their kids to school after they TEST POSITIVE for Covid-19?,parents held liable sending kids school test positive
1322,"Today is 7 weeks since my kid got covid. He is not better and it feels like every doctors appt we go to ends with ¯\_(ツ)_/¯. It’s shocking to me how little urgency there is to help a kid who is in chronic pain, went from running &amp; playing to barely able to get out of bed.",7 weeks kid feels doctors shocking little urgency help kid chronic pain running amp playing barely able bed
1327,@FreedomgirlGirl @SenMastriano A lot of people got Covid wearing a mask. There is no science on the masks you wear every day.,lot people wearing mask science masks wear day
1329,"3/4 Nevertheless for older adults, being fully vaccinated still provides a clear and significant protection advantage against severe illness, with unvaccinated 16X more likely to be hospitalized with #COVID19 than fully vaccinated people. https://t.co/qpzGcO9c1t https://t.co/BT9TGfWgYO",3 4 nevertheless adults vaccinated provides significant protection advantage severe illness unvaccinated hospitalized vaccinated people
1330,"It’s graduation day for my favorite husband @_WomboMyTrombo so incredibly proud of you and slightly annoyed that you basically breezed through nursing school without much studying, working 2 jobs, catching COVID, and having a newborn, but ya know you’re gonna make a great nurse! https://t.co/xhtZtsyP65",graduation day favorite husband incredibly proud slightly annoyed basically breezed nursing school studying 2 jobs catching newborn nurse
1331,@CP24 Canada is the only country that talks this much about covid-19,canada country talks
1332,"3/ The impact of vaccination with Vaxzevria on the spread of the SARS-CoV-2 virus in the community is not yet known. It is not yet known how much vaccinated people may still be able to carry and spread the virus.
 https://t.co/qE4N44zjPy",3 impact vaccination spread virus community vaccinated people able carry spread virus
1333,Hey @RepMMM and @IAGovernor remember when you stated that COVID doesn’t really affect kids? You were wrong. https://t.co/rqfeDNAHMD,remember stated affect kids wrong
1337,"I am a doctor working with COVID in Scotland.  When I got my booster, I felt guilty about the worldwide inequity.  So together with colleagues, we have printed a book we are selling in aid of #GiveTheWorldAShot It’s called Smile with your Eyes  https://t.co/6rmtnKHYJv",am doctor scotland booster guilty worldwide inequity colleagues printed book selling aid called smile eyes
1339,I just saw a medical expert on ABC say the vaccine will help stop the development of new COVID variants. Not one journalist asked how.,medical expert abc vaccine help stop development variants journalist
1340,@AmCrusader @KariLake Wite wing AntiVa QScum are the biggest spreaders of Covid in the US.,wing biggest spreaders
1344,"Prediction: over the coming months, the left is going to turn against the covid regime: lockdowns, masks, big pharma influence, and the rest.

They will reiterate talking points #TeamReality has been making for awhile as if they are new.

And they'll take credit for ending it.",prediction coming months left regime lockdowns masks pharma influence rest reiterate talking awhile credit
1345,"It's really bleak in the NHS right now. Hospitals on black alert,  ICUs filled with Covid, major cancer surgeries being cancelled.

Please obey the new Plan B rules. Not because that man told you to. Because *we* need you to - so we can help &amp; save as many patients as possible 🙏",bleak nhs hospitals black alert icus filled major cancer surgeries cancelled please obey plan rules told help amp save patients
1346,"I won't be on Twitter for awhile because I'm in the hospital and Covid positive. I had a bad fever when I got here but it's gotten better and I don't even need oxygen. The Doc said that without my vaccinations and wearing a mask I might be on a ventilator right now.🙏
#Vaccinate",twitter awhile hospital positive bad fever gotten oxygen doc vaccinations wearing mask ventilator
1347,@mj_afc @YankeeGunner So he shouldn't take action when the club captain breaches the club's COVID rules for a tattoo in Spain?,action club captain breaches club rules tattoo spain
1349,"@KhleoThomas @transformers And just like that we have the name of the next COVID mutation, UNICRON.

🎶Transmutants disease in disguise 🎶 https://t.co/Sf1Ve3OuD6",name mutation disease disguise
1351,"https://t.co/qL83spHs66
More COVID-19 patients hospitalized in Northeast Ohio this week than any time in pandemic",patients hospitalized northeast ohio week time pandemic
1352,Its not the 8 Christmas parties they had. Its the fact they know for the vast majority Covid  is no real threat. That's why they partied at the same time their media friends terrified the rest of us. https://t.co/zdN4hACgF8,8 christmas parties vast majority real threat time media friends terrified rest
1357,"7/12/21 - Fauci explains to Zuckerberg the risks associated with the experimental Covid-19 shot.

 ""The CV19 shot can make you extra susceptible to circulating viruses and undermine your natural immunity."" https://t.co/m1VCMbPl0h",7 12 21 explains risks associated experimental shot shot extra susceptible circulating viruses undermine natural immunity
1358,"@Sam87992080 @NYPDnews @NYPDTips I agree there need to be a regulation on what is acceptable as a mask for Covid. Not this ninja, gangster, Wild West things people are calling masks. It’s scary when someone face is fully covered and all you see are eyes.",agree regulation acceptable mask ninja gangster wild west people calling masks scary covered eyes
1361,"While the whole country was mourning lost loved ones and cancelling Christmas, Downing Street was throwing a party it’s been covering up ever since.

How can the Prime Minister sleep at night?

Me for @yorkshirepost 

https://t.co/m0JgqfyMy1",country mourning lost loved ones cancelling christmas street throwing party covering prime minister sleep night
1363,"The ""data"" on which covid restrictions are being imposed, I realized after significant searching, is that being (published) by vaccine manufacturers.
Most ""Government data"" is aggregate findings from it's own internal methods, combined with the BigPharma stuff. Not good enough.",data restrictions imposed realized significant searching published vaccine manufacturers government data aggregate findings own internal methods combined stuff
1366,"@js100js100 @TheFreds @AnonCitizenUK @NeilClark66 @thecoastguy @FatEmperor @wakeupfromcovid @calvinrobinson @chrissaccoccia1 @davidkurten @zoeharcombe I think Robin puts the data together from the govt's website... He shares weekly data also, also the weekly adverse reactions from the govt

https://t.co/JWAR9kkP7E",robin data website shares weekly data weekly adverse reactions
1369,"@jockeyclarke @rachsyme Experts currently predict the economic losses of covid to the US to be about 16 trillion dollars

One test kit per person in the US is about 1.3 billion. They could mail every one of you a thousand kits each and still not be spending ludicrously.",experts currently predict economic losses 16 trillion dollars test kit person billion mail thousand kits spending ludicrously
1370,"⁦@Iromg⁩ ⁦@JuliaHB1⁩ ⁦@iancollinsuk⁩ ⁦@mrmarkdolan⁩ ⁦@JeffTaylorUK⁩

Doctors for Covid Ethics Symposium 2: Sounding the Call | UKColumn ⁦@thecoastguy⁩ 

This is very informative. Enjoy.  https://t.co/jyV35bF2Db",doctors ethics symposium 2 sounding call informative enjoy
1372,"Labour could pencil anything they want into the new covid regs since it relies on them to pass- increased sick pay? No vaccine passports? Literally any condition

But they won’t cause they are incredibly bad at politics",labour pencil relies pass increased sick pay vaccine passports literally condition cause incredibly bad politics
1373,"@zittiglow Aaa i feel you !! Like for years (all my life actually ahah) I had no one to go to concerts with and for once I have one friend who has the same tastes as me so it’s going to be a first for me, I hope Covid won’t mess everything 🥲",aaa feel life actually concerts friend tastes hope mess
1374,"Big news! In addition to ¨Urbanism and How MaaS/MOD Serves All ¨, I´ve been added as a panelist to the General Session on Day 2 of the 2022 NCDOT Transportation Summit on Jan 20. I´ll be joined by Greg Lindsay, where we´ll discuss ¨Transportation Planning in a Post Covid World¨. https://t.co/J8VDlTyuZ1",news addition mod serves added panelist session day 2 transportation summit jan 20 joined lindsay discuss transportation planning post world
1375,"This can’t be a serious question? Surly not. Of it changes, regardless of long time friend or family member, they’ve just identified themselves as the enemy and that enemy is actively trying to kill you, whether by you Covid or see you as their enemy trying to take their rights. https://t.co/n74VNWZ2PQ",ca serious question surly changes regardless time friend family identified enemy enemy actively trying kill enemy trying rights
1376,At my granddaughter‘s elementary school a fourth grader is in the ICU and we just got notified a staff member has tested positive for Covid. They wear masks and are tested weekly.😢,granddaughter elementary school fourth grader icu notified staff tested positive wear masks tested weekly
1377,Burned-out doctors feel 'emotional sucker punch' as more patients present with incurable cancers | CBC Radio https://t.co/ijcJbo65G8,burned-out doctors feel sucker punch patients incurable cancers cbc radio
1378,"@_KeanuReaves @OingoBoingosBi1 @MhmmImSoHungry @MailOnline ""General Covid warning"" = EVERYBODY IS GOING TO DIE, RUN FOR YOUR LIVES BUT GET VACCINATED FIRST",warning die run lives vaccinated
1379,Positive to covid guys,positive guys
1381,@stiffestilett Just seen so many ppl COVID positive with -ve antigen tests- myself included!,seen positive antigen tests included
1382,"Lies. Truth follows: ""Deaths involving COVID-19 by vaccination status, England: deaths occurring between 2 January and 24 September 2021. age-standardised mortality rate for deaths involving COVID-19 is 32 times higher for unvaccinated people"" ONS. https://t.co/Cax8SeuAmH",lies truth follows deaths involving vaccination status england deaths occurring 2 january 24 september mortality rate deaths involving 32 times unvaccinated people
